budget,method,objective_mode,num_prompts,certified_prompts,certified_fraction,horizon,num_shards,num_events,max_failed_prompts,certified_prompts_lower_bound,certified_fraction_lower_bound,solver,solver_status,objective_value,objective_bound,mip_gap,time_seconds,top_competitors,max_targets_per_prompt
12,dpa_final_tool_stability,radius_derived,104,103,0.9903846153846154,,,,,,,,,,,,,,
12,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,3,101,0.9711538461538461,gurobi,OPTIMAL,3.0,3.0,0.0,1.9656770459987456,3,2
12,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,1,103,0.9903846153846154,gurobi,OPTIMAL,1.0,1.0,0.0,0.914270998997381,3,2
15,aggregate_tpa_final_tool_validity,radius_derived,104,102,0.9807692307692307,,,,,,,,,,,,,,
15,dpa_final_tool_stability,radius_derived,104,102,0.9807692307692307,,,,,,,,,,,,,,
15,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,4,100,0.9615384615384616,gurobi,OPTIMAL,4.0,4.0,0.0,1.945406938000815,3,2
15,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,1,103,0.9903846153846154,gurobi,OPTIMAL,1.0,1.0,0.0,0.9279239780007629,3,2
20,aggregate_tpa_final_tool_validity,radius_derived,104,101,0.9711538461538461,,,,,,,,,,,,,,
20,dpa_final_tool_stability,radius_derived,104,101,0.9711538461538461,,,,,,,,,,,,,,
20,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,7,97,0.9326923076923077,gurobi,OPTIMAL,7.0,7.0,0.0,1.7576170999964233,3,2
20,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,2,102,0.9807692307692307,gurobi,OPTIMAL,2.0,2.0,0.0,0.9166863940045005,3,2
25,aggregate_tpa_final_tool_validity,radius_derived,104,101,0.9711538461538461,,,,,,,,,,,,,,
25,dpa_final_tool_stability,radius_derived,104,101,0.9711538461538461,,,,,,,,,,,,,,
25,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,8,96,0.9230769230769231,gurobi,OPTIMAL,8.0,8.0,0.0,1.9407312279945472,3,2
25,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,2,102,0.9807692307692307,gurobi,OPTIMAL,2.0,2.0,0.0,0.9085978950024582,3,2
35,aggregate_tpa_final_tool_validity,radius_derived,104,100,0.9615384615384616,,,,,,,,,,,,,,
35,dpa_final_tool_stability,radius_derived,104,100,0.9615384615384616,,,,,,,,,,,,,,
35,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,8,96,0.9230769230769231,gurobi,OPTIMAL,8.0,8.0,0.0,1.9836134999932256,3,2
35,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,2,102,0.9807692307692307,gurobi,OPTIMAL,2.0,2.0,0.0,0.9052708930103108,3,2
50,aggregate_tpa_final_tool_validity,radius_derived,104,99,0.9519230769230769,,,,,,,,,,,,,,
50,dpa_final_tool_stability,radius_derived,104,99,0.9519230769230769,,,,,,,,,,,,,,
50,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,9,95,0.9134615384615384,gurobi,OPTIMAL,9.0,9.0,0.0,1.8048575060092844,3,2
50,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,3,101,0.9711538461538461,gurobi,OPTIMAL,3.0,3.0,0.0,0.9230321069917409,3,2
75,aggregate_tpa_final_tool_validity,radius_derived,104,96,0.9230769230769231,,,,,,,,,,,,,,
75,dpa_final_tool_stability,radius_derived,104,96,0.9230769230769231,,,,,,,,,,,,,,
75,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,16,88,0.8461538461538461,gurobi,OPTIMAL,16.0,16.0,0.0,2.299725518008927,3,2
75,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,7,97,0.9326923076923077,gurobi,OPTIMAL,7.0,7.0,0.0,1.5012555160064949,3,2
100,aggregate_tpa_final_tool_validity,radius_derived,104,91,0.875,,,,,,,,,,,,,,
100,dpa_final_tool_stability,radius_derived,104,91,0.875,,,,,,,,,,,,,,
100,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,21,83,0.7980769230769231,gurobi,OPTIMAL,21.0,21.0,0.0,2.142225048999535,3,2
100,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,10,94,0.9038461538461539,gurobi,OPTIMAL,10.0,10.0,0.0,1.1891293689986924,3,2
125,aggregate_tpa_final_tool_validity,radius_derived,104,90,0.8653846153846154,,,,,,,,,,,,,,
125,dpa_final_tool_stability,radius_derived,104,90,0.8653846153846154,,,,,,,,,,,,,,
125,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,24,80,0.7692307692307693,gurobi,OPTIMAL,24.0,24.0,0.0,2.3195475679967785,3,2
125,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,13,91,0.875,gurobi,OPTIMAL,13.0,13.0,0.0,1.0160687520110514,3,2
150,aggregate_tpa_final_tool_validity,radius_derived,104,88,0.8461538461538461,,,,,,,,,,,,,,
150,dpa_final_tool_stability,radius_derived,104,88,0.8461538461538461,,,,,,,,,,,,,,
150,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,26,78,0.75,gurobi,OPTIMAL,26.0,26.0,0.0,2.044946138994419,3,2
150,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,16,88,0.8461538461538461,gurobi,OPTIMAL,16.0,16.0,0.0,1.0955065089947311,3,2
175,aggregate_tpa_final_tool_validity,radius_derived,104,86,0.8269230769230769,,,,,,,,,,,,,,
175,dpa_final_tool_stability,radius_derived,104,86,0.8269230769230769,,,,,,,,,,,,,,
175,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,28,76,0.7307692307692307,gurobi,OPTIMAL,28.0,28.0,0.0,2.3048406380112283,3,2
175,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,18,86,0.8269230769230769,gurobi,OPTIMAL,18.0,18.0,0.0,1.0651171410136158,3,2
200,aggregate_tpa_final_tool_validity,radius_derived,104,82,0.7884615384615384,,,,,,,,,,,,,,
200,dpa_final_tool_stability,radius_derived,104,82,0.7884615384615384,,,,,,,,,,,,,,
200,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,37,67,0.6442307692307693,gurobi,OPTIMAL,37.0,37.0,0.0,1.6116895730083343,3,2
200,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,21,83,0.7980769230769231,gurobi,OPTIMAL,21.0,21.0,0.0,0.9766290140105411,3,2
225,aggregate_tpa_final_tool_validity,radius_derived,104,80,0.7692307692307693,,,,,,,,,,,,,,
225,dpa_final_tool_stability,radius_derived,104,80,0.7692307692307693,,,,,,,,,,,,,,
225,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,47,57,0.5480769230769231,gurobi,OPTIMAL,47.0,47.0,0.0,1.387010023012408,3,2
225,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,24,80,0.7692307692307693,gurobi,OPTIMAL,24.0,24.0,0.0,0.9287212030030787,3,2
249,aggregate_tpa_final_tool_validity,radius_derived,104,66,0.6346153846153846,,,,,,,,,,,,,,
249,dpa_final_tool_stability,radius_derived,104,66,0.6346153846153846,,,,,,,,,,,,,,
249,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500,696,69,35,0.33653846153846156,gurobi,OPTIMAL,69.0,69.0,0.0,0.9850178790075006,3,2
249,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500,448,38,66,0.6346153846153846,gurobi,OPTIMAL,38.0,38.0,0.0,0.779542660995503,3,2
